gap_index_n,c_n,c_n_plus_1,delta_c,log10_delta_c
671,898759349,900329393,1570044,6.195911823549
672,900329393,900695857,366464,5.564031317669
673,900695857,902634449,1938592,6.287486416199
674,902634449,903689921,1055472,6.023446716652
675,903689921,907394861,3704940,6.568781179149
676,907394861,909187577,1792716,6.253511494581
677,909187577,909340645,153068,5.184884407707
678,909340645,911288513,1947868,6.289559522967
679,911288513,911942657,654144,5.815673362271
680,911942657,912564581,621924,5.793737316528
681,912564581,913238465,673884,5.828585145058
682,913238465,915190501,1952036,6.290487822786
683,915190501,915324769,134268,5.127972519896
684,915324769,919983865,4659096,6.668301659115
685,919983865,920857649,873784,5.941404088010
686,920857649,921482605,624956,5.795849441936
687,921482605,921943093,460488,5.663218317265
688,921943093,924256237,2313144,6.364202669718
689,924256237,925867801,1611564,6.207247557317
690,925867801,927034037,1166236,6.066786443328
691,927034037,927833281,799244,5.902679384666
692,927833281,929816005,1982724,6.297262263565
693,929816005,930443993,627988,5.797951345037
694,930443993,932659597,2215604,6.345492140541
695,932659597,934632269,1972672,6.295054880269
696,934632269,936022313,1390044,6.143028547488
697,936022313,936607025,584712,5.766942006921
698,936607025,938583865,1976840,6.295971520134
699,938583865,938817725,233860,5.368955945346
700,938817725,939448745,631020,5.800043124303
701,939448745,940562789,1114044,6.046902343961
702,940562789,942249265,1686476,6.226980165186
703,942249265,945053953,2804688,6.447884556353
704,945053953,945422057,368104,5.565970536731
705,945422057,947408173,1986116,6.298004610065
706,947408173,947862809,454636,5.657663822023
707,947862809,948496861,634052,5.802124876789
708,948496861,949396373,899512,5.954006961455
709,949396373,951310825,1914452,6.282044481994
710,951310825,951386657,75832,4.879852510259
711,951386657,954128957,2742300,6.438114963662
712,954128957,956951257,2822300,6.450603175761
713,956951257,957588341,637084,5.804196698162
714,957588341,958271245,682904,5.834359656536
715,958271245,960270805,1999560,6.300934440366
716,960270805,964276177,4005372,6.602642857510
717,964276177,966281989,2005812,6.302290225200
718,966281989,966723185,441196,5.644631566357
719,966723185,969564037,2840852,6.453448608852
720,969564037,971207161,1643124,6.215670339140
721,971207161,972409057,1201896,6.079866889813
722,972409057,973220165,811108,5.909078684891
723,973220165,975235253,2015088,6.304294016770
724,975235253,975258245,22992,4.361576750790
725,975258245,975901393,643148,5.808310923449
726,975901393,977252425,1351032,6.130665635668
727,977252425,978755689,1503264,6.177035257150
728,978755689,979271681,515992,5.712642968327
729,979271681,981293021,2021340,6.305639370272
730,981293021,981614153,321132,5.506683584081
731,981614153,984229805,2615652,6.417579962690
732,984229805,984476785,246980,5.392661786291
733,984476785,985122965,646180,5.810353511985
734,985122965,986256253,1133288,6.054340290196
735,986256253,988284785,2028532,6.307181863070
736,988284785,990315401,2030616,6.307627803834
737,990315401,990862613,547212,5.738155612609
738,990862613,992348101,1485488,6.171869147856
739,992348101,993738689,1390588,6.143198477346
740,993738689,994382885,644196,5.809018023832
741,994382885,994387901,5016,3.700357527823
742,994387901,997269085,2881184,6.459570994356
743,997269085,997339177,70092,4.845668452287
744,997339177,999379069,2039892,6.309607174756
745,999379069,1000154437,775368,5.889507873393
746,1000154437,1003043957,2889520,6.460825704810
747,1003043957,1003465105,421148,5.624434742601
748,1003465105,1003696201,231096,5.363792428417
749,1003696201,1005511249,1815048,6.258888114694
750,1005511249,1006590829,1079580,6.033254830340
751,1006590829,1010535277,3944448,6.595986235092
752,1010535277,1012392589,1857312,6.268884864697
753,1012392589,1012588613,196024,5.292309247017
754,1012588613,1013047865,459252,5.662051056294
755,1013047865,1014644033,1596168,6.203078599817
756,1014644033,1016701537,2057504,6.313340688198
757,1016701537,1018868177,2166640,6.335786756727
758,1018868177,1020822797,1954620,6.291062338231
759,1020822797,1021784585,961788,5.983079354183
760,1021784585,1022442893,658308,5.818429132830
761,1022442893,1023818105,1375212,6.138369653318
762,1023818105,1025364409,1546304,6.189294879326
763,1025364409,1025884885,520476,5.716400708279
764,1025884885,1027953749,2068864,6.315731942579
765,1027953749,1028290093,336344,5.526783684761
766,1028290093,1030024697,1734604,6.239200343539
767,1030024697,1031881285,1856588,6.268715539077
768,1031881285,1032097729,216444,5.335345551327
769,1032097729,1034172845,2075116,6.317042379001
770,1034172845,1034816245,643400,5.808481056566
771,1034816245,1037187661,2371416,6.375007745736
772,1037187661,1037755373,567712,5.754128074213
773,1037755373,1039267885,1512512,6.179698828953
774,1039267885,1040698669,1430784,6.155574074928
775,1040698669,1041363041,664372,5.822411320797
776,1041363041,1043434585,2071544,6.316294162232
777,1043434585,1045521061,2086476,6.319413393540
778,1045521061,1047264017,1742956,6.241286423714
779,1047264017,1050220757,2956740,6.470813136657
780,1050220757,1050643945,423188,5.626533344264
781,1050643945,1050888161,244216,5.387774113680
782,1050888161,1052737613,1849452,6.267043064278
783,1052737613,1053850009,1112396,6.046259418541
784,1053850009,1054833365,983356,5.992710771999
785,1054833365,1056931201,2097836,6.321771533868
786,1056931201,1059031121,2099920,6.322202749867
787,1059031121,1059786209,755088,5.877997568434
788,1059786209,1060456645,670436,5.826357326299
789,1060456645,1061133125,676480,5.830254961291
790,1061133125,1063431937,2298812,6.361503455523
791,1063431937,1064186957,755020,5.877958455966
792,1064186957,1066294069,2107112,6.323687620416
793,1066294069,1066411397,117328,5.069401667652
794,1066411397,1068403265,1991868,6.299260554584
795,1068403265,1069395025,991760,5.996406588196
796,1069395025,1070068493,673468,5.828316964939
797,1070068493,1070514545,446052,5.649385490992
798,1070514545,1072627909,2113364,6.324974305181
799,1072627909,1074743357,2115448,6.325402354370
800,1074743357,1076050133,1306776,6.116201149707
801,1076050133,1077816697,1766564,6.247129375902
802,1077816697,1079047205,1230508,6.090084441561
803,1079047205,1079723705,676500,5.830267800934
804,1079723705,1079937253,213548,5.329495508364
805,1079937253,1082725885,2788632,6.445391206660
806,1082725885,1084184617,1458732,6.163975510117
807,1084184617,1085732233,1547616,6.189663211018
808,1085732233,1088742749,3010516,6.478640939696
809,1088742749,1089422281,679532,5.832209913013
810,1089422281,1091533165,2110884,6.324464368057
811,1091533165,1092437905,904740,5.956523791594
812,1092437905,1093667165,1229260,6.089643749952
813,1093667165,1095457697,1790532,6.252982087034
814,1095457697,1095803249,345552,5.538513410940
815,1095803249,1097941417,2138168,6.330041825572
816,1097941417,1099164221,1222804,6.087356850708
817,1099164221,1100081669,917448,5.962581458261
818,1100081669,1101509785,1428116,6.154763484831
819,1101509785,1102224005,714220,5.853832007391
820,1102224005,1105336361,3112356,6.493089266979
821,1105336361,1107483805,2147444,6.331921847331
822,1107483805,1108263929,780124,5.892163638890
823,1108263929,1108949525,685596,5.836068275101
824,1108949525,1109633333,683808,5.834934177384
825,1109633333,1111784945,2151612,6.332763957770
826,1111784945,1111992037,207092,5.316163322346
827,1111992037,1113938641,1946604,6.289277611455
828,1113938641,1115038717,1100076,6.041422689922
829,1115038717,1116094421,1055704,6.023542167074
830,1116094421,1118089565,1995144,6.299974246463
831,1118089565,1118778193,688628,5.837984677384
832,1118778193,1119226285,448092,5.651367190316
833,1119226285,1121144581,1918296,6.282915621212
834,1121144581,1121387173,242592,5.384876474959
835,1121387173,1121834149,446976,5.650284204681
836,1121834149,1124894273,3060124,6.485739024986
837,1124894273,1125715201,820928,5.914305068722
838,1125715201,1127882341,2167140,6.335886968202
839,1127882341,1127958565,76224,4.882091735467
840,1127958565,1128650225,691660,5.839892660337
841,1128650225,1131027025,2376800,6.375992638796
842,1131027025,1133202937,2175912,6.337641327291
843,1133202937,1134793193,1590256,6.201467042835
844,1134793193,1135377269,584076,5.766469361210
845,1135377269,1137553685,2176416,6.337741909977
846,1137553685,1137870929,317244,5.501393417082
847,1137870929,1138565621,694692,5.841792297614
848,1138565621,1139732185,1166564,6.066908570035
849,1139732185,1141648465,1916280,6.282458966940
850,1141648465,1141912769,264304,5.422103735832
851,1141912769,1144095437,2182668,6.338987681319
852,1144095437,1144735477,640040,5.806207116541
853,1144735477,1147266317,2530840,6.403264689878
854,1147266317,1147826657,560340,5.748451625786
855,1147826657,1148524381,697724,5.843683661905
856,1148524381,1149454093,929712,5.968348436531
857,1149454093,1150922005,1467912,6.166700020798
858,1150922005,1151620669,698664,5.844268365976
859,1151620669,1151643953,23284,4.367057590613
860,1151643953,1153835897,2191944,6.340829454556
861,1153835897,1157825749,3989852,6.600956786219
862,1157825749,1158226037,400288,5.602372570840
863,1158226037,1158526505,300468,5.477798226211
864,1158526505,1160934541,2408036,6.381662975312
865,1160934541,1161416425,481884,5.682942506656
866,1161416425,1163617645,2201220,6.342663450100
867,1163617645,1164750137,1132492,6.054035142810
868,1164750137,1168026337,3276200,6.515370405984
869,1168026337,1168571993,545656,5.736918935041
870,1168571993,1170233809,1661816,6.220582936050
871,1170233809,1171695169,1461360,6.164757215766
872,1171695169,1174822513,3127344,6.495175655175
873,1174822513,1175653261,830748,5.919469304402
874,1175653261,1177867925,2214664,6.345307846128
875,1177867925,1177954025,86100,4.935003151454
876,1177954025,1178660845,706820,5.849308829695
877,1178660845,1180084673,1423828,6.153457529215
878,1180084673,1181089705,1005032,6.002179889818
879,1181089705,1181797465,707760,5.849886014263
880,1181797465,1182303505,506040,5.704184847062
881,1182303505,1184524421,2220916,6.346532132872
882,1184524421,1184938253,413832,5.616824069911
883,1184938253,1186747421,1809168,6.257478897476
884,1186747421,1188083209,1335788,6.125737537679
885,1188083209,1188793061,709852,5.851167810292
886,1188793061,1189976825,1183764,6.073265128304
887,1189976825,1191232333,1255508,6.098819484349
888,1191232333,1192204933,972600,5.987934265232
889,1192204933,1194435125,2230192,6.348342253609
890,1194435125,1195097357,662232,5.821010162655
891,1195097357,1196667401,1570044,6.195911823549
892,1196667401,1198255757,1588356,6.200947847907
893,1198255757,1198901761,646004,5.810235207117
894,1198901761,1198968641,66880,4.825296264431
895,1198968641,1201138205,2169564,6.336372465913
896,1201138205,1202132149,993944,5.997361916413
897,1202132149,1204387117,2254968,6.353140383233
898,1204387117,1206628669,2241552,6.350548818174
899,1206628669,1208471669,1843000,6.265525335219
900,1208471669,1209187585,715916,5.854862068570
901,1209187585,1211118025,1930440,6.285656307864
902,1211118025,1211647681,529656,5.723993896381
903,1211647681,1212364537,716856,5.855431924585
904,1212364537,1213365829,1001292,6.000560746306
905,1213365829,1215545657,2179828,6.338422226817
906,1215545657,1218730945,3185288,6.503148705480
907,1218730945,1218884137,153192,5.185236086141
908,1218884137,1219449893,565756,5.752629168465
909,1219449893,1221139133,1689240,6.227691356659
910,1221139133,1221920401,781268,5.892800036382
911,1221920401,1223396213,1475812,6.169031037323
912,1223396213,1225655377,2259164,6.353947758902
913,1225655377,1225834853,179476,5.254006381803
914,1225834853,1229033585,3198732,6.504977855027
915,1229033585,1229755565,721980,5.858525167085
916,1229755565,1230179957,424392,5.627767188640
917,1230179957,1232959405,2779448,6.443958553343
918,1232959405,1233467885,508480,5.706273875527
919,1233467885,1235736325,2268440,6.355727296710
920,1235736325,1236167413,431088,5.634565933765
921,1236167413,1238006849,1839436,6.264684681903
922,1238006849,1240104601,2097752,6.321754143820
923,1240104601,1240279457,174856,5.242680539260
924,1240279457,1242554149,2274692,6.356922600221
925,1242554149,1242595933,41784,4.621010012829
926,1242595933,1243321885,725952,5.860907906066
927,1243321885,1244830925,1509040,6.178700751737
928,1244830925,1246543337,1712412,6.233608262561
929,1246543337,1248138361,1595024,6.202767222183
930,1248138361,1249768957,1630596,6.212346372626
931,1249768957,1250420245,651288,5.813773076360
932,1250420245,1250497001,76756,4.885112334182
933,1250497001,1252998745,2501744,6.398242866878
934,1252998745,1254990265,1991520,6.299184672205
935,1254990265,1257278401,2288136,6.359481834061
936,1257278401,1260201689,2923288,6.465871603811
937,1260201689,1260932765,731076,5.863962526978
938,1260932765,1262895565,1962800,6.292876049309
939,1262895565,1264176937,1281372,6.107675229740
940,1264176937,1265190893,1013956,6.006019109463
941,1265190893,1267425277,2234384,6.349157812804
942,1267425277,1267488305,63028,4.799533526343
943,1267488305,1269787801,2299496,6.361632658450
